emp_id,similarity,rule_norm,final_score,missing_must_haves
E0588,0.003,0.0,0.002,python; ml; scikit-learn
E0584,0.003,0.0,0.002,python; ml; scikit-learn
E0569,0.003,0.0,0.002,python; ml; scikit-learn
E0567,0.003,0.0,0.002,python; ml; scikit-learn
E0028,0.003,0.0,0.002,python; ml; scikit-learn
E0572,0.003,0.0,0.002,python; ml; scikit-learn
E0032,0.003,0.0,0.002,python; ml; scikit-learn
E0036,0.003,0.0,0.002,python; ml; scikit-learn
E0037,0.003,0.0,0.002,python; ml; scikit-learn
E0039,0.003,0.0,0.002,python; ml; scikit-learn
E0335,0.002,0.0,0.001,python; ml; scikit-learn
E0046,0.0,0.0,0.0,python; ml; scikit-learn
E0044,0.0,0.0,0.0,python; ml; scikit-learn
E0571,0.0,0.0,0.0,python; ml; scikit-learn
E0589,0.0,0.0,0.0,python; ml; scikit-learn
E0310,0.0,0.0,0.0,python; ml; scikit-learn
E0315,0.0,0.0,0.0,python; ml; scikit-learn
E0074,0.0,0.0,0.0,python; ml; scikit-learn
E0153,0.0,0.0,0.0,python; ml; scikit-learn
E0164,0.0,0.0,0.0,python; ml; scikit-learn
E0561,0.0,0.0,0.0,python; ml; scikit-learn
E0473,0.0,0.0,0.0,python; ml; scikit-learn
E0114,0.0,0.0,0.0,python; ml; scikit-learn
E0184,0.0,0.0,0.0,python; ml; scikit-learn
E0127,0.0,0.0,0.0,python; ml; scikit-learn
E0190,0.0,0.0,0.0,python; ml; scikit-learn
E0228,0.0,0.0,0.0,python; ml; scikit-learn
E0229,0.0,0.0,0.0,python; ml; scikit-learn
E0188,0.0,0.0,0.0,python; ml; scikit-learn
E0369,0.0,0.0,0.0,python; ml; scikit-learn
E0385,0.0,0.0,0.0,python; ml; scikit-learn
E0397,0.0,0.0,0.0,python; ml; scikit-learn
E0352,0.0,0.0,0.0,python; ml; scikit-learn
E0365,0.0,0.0,0.0,python; ml; scikit-learn
E0289,0.0,0.0,0.0,python; ml; scikit-learn
E0500,0.0,0.0,0.0,python; ml; scikit-learn
E0000,0.0,0.0,0.0,python; ml; scikit-learn
